tensor([[0.0131]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.7168]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1647, grad_fn=<DivBackward0>)
tensor([[0.7211]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1643, grad_fn=<DivBackward0>)
tensor([[0.7282]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1638, grad_fn=<DivBackward0>)
tensor([[0.7378]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1634, grad_fn=<DivBackward0>)
tensor([[0.7498]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1631, grad_fn=<DivBackward0>)
tensor([[0.7566]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1650, grad_fn=<DivBackward0>)
tensor([[0.7536]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1645, grad_fn=<DivBackward0>)
tensor([[0.7538]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1640, grad_fn=<DivBackward0>)
tensor([[0.7570]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1635, grad_fn=<DivBackward0>)
tensor([[0.7630]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1630, grad_fn=<DivBackward0>)
tensor([[0.7713]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1625, grad_fn=<DivBackward0>)
tensor([[0.7815]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1639, grad_fn=<DivBackward0>)
tensor([[0.7820]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1651, grad_fn=<DivBackward0>)
tensor([[0.7749]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1643, grad_fn=<DivBackward0>)
tensor([[0.7681]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1638, grad_fn=<DivBackward0>)
tensor([[0.7656]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1643, grad_fn=<DivBackward0>)
tensor([[0.7566]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1638, grad_fn=<DivBackward0>)
tensor([[0.7516]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1656, grad_fn=<DivBackward0>)
tensor([[0.7381]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1652, grad_fn=<DivBackward0>)
tensor([[0.7289]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1647, grad_fn=<DivBackward0>)
tensor([[0.7242]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1641, grad_fn=<DivBackward0>)
tensor([[0.7215]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1657, grad_fn=<DivBackward0>)
tensor([[0.7106]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1653, grad_fn=<DivBackward0>)
tensor([[0.7047]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1650, grad_fn=<DivBackward0>)
tensor([[0.7024]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1647, grad_fn=<DivBackward0>)
tensor([[0.7037]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1643, grad_fn=<DivBackward0>)
tensor([[0.7082]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1640, grad_fn=<DivBackward0>)
tensor([[0.7158]], grad_fn=<AddmmBackward0>) tensor([[0.3000]])
Average loss: tensor(0.1640, grad_fn=<DivBackward0>)
tensor([[0.7177]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1634, grad_fn=<DivBackward0>)
tensor([[0.7216]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1628, grad_fn=<DivBackward0>)
tensor([[0.7232]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1625, grad_fn=<DivBackward0>)
tensor([[0.7279]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1632, grad_fn=<DivBackward0>)
tensor([[0.7250]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1648, grad_fn=<DivBackward0>)
tensor([[0.7146]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1641, grad_fn=<DivBackward0>)
tensor([[0.7049]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1637, grad_fn=<DivBackward0>)
tensor([[0.6992]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1634, grad_fn=<DivBackward0>)
tensor([[0.6981]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1631, grad_fn=<DivBackward0>)
tensor([[0.7003]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1628, grad_fn=<DivBackward0>)
tensor([[0.6993]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1635, grad_fn=<DivBackward0>)
tensor([[0.6915]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1647, grad_fn=<DivBackward0>)
tensor([[0.6773]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1643, grad_fn=<DivBackward0>)
tensor([[0.6668]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1638, grad_fn=<DivBackward0>)
tensor([[0.6599]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1636, grad_fn=<DivBackward0>)
tensor([[0.6572]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1631, grad_fn=<DivBackward0>)
tensor([[0.6573]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1630, grad_fn=<DivBackward0>)
tensor([[0.6610]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1625, grad_fn=<DivBackward0>)
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1636, grad_fn=<DivBackward0>)
tensor([[0.6554]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1630, grad_fn=<DivBackward0>)
tensor([[0.6490]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1628, grad_fn=<DivBackward0>)
tensor([[0.6469]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1624, grad_fn=<DivBackward0>)
tensor([[0.6468]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1623, grad_fn=<DivBackward0>)
tensor([[0.6440]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1621, grad_fn=<DivBackward0>)
tensor([[0.6443]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1631, grad_fn=<DivBackward0>)
tensor([[0.6378]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1641, grad_fn=<DivBackward0>)
tensor([[0.6254]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1640, grad_fn=<DivBackward0>)
tensor([[0.6179]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1648, grad_fn=<DivBackward0>)
tensor([[0.6057]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1645, grad_fn=<DivBackward0>)
tensor([[0.5968]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1645, grad_fn=<DivBackward0>)
tensor([[0.5933]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1652, grad_fn=<DivBackward0>)
tensor([[0.5843]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1652, grad_fn=<DivBackward0>)
tensor([[0.5813]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1659, grad_fn=<DivBackward0>)
tensor([[0.5717]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1656, grad_fn=<DivBackward0>)
tensor([[0.5665]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1657, grad_fn=<DivBackward0>)
tensor([[0.5642]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1652, grad_fn=<DivBackward0>)
tensor([[0.5663]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1653, grad_fn=<DivBackward0>)
tensor([[0.5729]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1654, grad_fn=<DivBackward0>)
tensor([[0.5821]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1651, grad_fn=<DivBackward0>)
tensor([[0.5933]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1648, grad_fn=<DivBackward0>)
tensor([[0.6054]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1647, grad_fn=<DivBackward0>)
tensor([[0.6209]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1647, grad_fn=<DivBackward0>)
tensor([[0.6397]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1643, grad_fn=<DivBackward0>)
tensor([[0.6595]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1641, grad_fn=<DivBackward0>)
tensor([[0.6798]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1639, grad_fn=<DivBackward0>)
tensor([[0.7033]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1651, grad_fn=<DivBackward0>)
tensor([[0.7157]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1645, grad_fn=<DivBackward0>)
tensor([[0.7257]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1641, grad_fn=<DivBackward0>)
tensor([[0.7372]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1635, grad_fn=<DivBackward0>)
tensor([[0.7482]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1632, grad_fn=<DivBackward0>)
tensor([[0.7623]], grad_fn=<AddmmBackward0>) tensor([[0.2000]])
Average loss: tensor(0.1637, grad_fn=<DivBackward0>)
tensor([[0.7677]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1632, grad_fn=<DivBackward0>)
tensor([[0.7739]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1628, grad_fn=<DivBackward0>)
tensor([[0.7823]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1624, grad_fn=<DivBackward0>)
tensor([[0.7918]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1618, grad_fn=<DivBackward0>)
tensor([[0.8020]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1614, grad_fn=<DivBackward0>)
tensor([[0.8136]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1610, grad_fn=<DivBackward0>)
tensor([[0.8212]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1605, grad_fn=<DivBackward0>)
tensor([[0.8291]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1600, grad_fn=<DivBackward0>)
tensor([[0.8339]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1594, grad_fn=<DivBackward0>)
tensor([[0.8384]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1590, grad_fn=<DivBackward0>)
tensor([[0.8442]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1585, grad_fn=<DivBackward0>)
tensor([[0.8517]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1580, grad_fn=<DivBackward0>)
tensor([[0.8595]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1592, grad_fn=<DivBackward0>)
tensor([[0.8560]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1587, grad_fn=<DivBackward0>)
tensor([[0.8509]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1583, grad_fn=<DivBackward0>)
tensor([[0.8492]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1578, grad_fn=<DivBackward0>)
tensor([[0.8491]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1574, grad_fn=<DivBackward0>)
tensor([[0.8510]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1569, grad_fn=<DivBackward0>)
tensor([[0.8548]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1564, grad_fn=<DivBackward0>)
tensor([[0.8585]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1559, grad_fn=<DivBackward0>)
tensor([[0.8645]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1579, grad_fn=<DivBackward0>)
tensor([[0.8569]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1576, grad_fn=<DivBackward0>)
tensor([[0.8467]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1572, grad_fn=<DivBackward0>)
tensor([[0.8398]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1568, grad_fn=<DivBackward0>)
tensor([[0.8355]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1564, grad_fn=<DivBackward0>)
tensor([[0.8341]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1559, grad_fn=<DivBackward0>)
tensor([[0.8334]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1554, grad_fn=<DivBackward0>)
tensor([[0.8349]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1552, grad_fn=<DivBackward0>)
tensor([[0.8328]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1547, grad_fn=<DivBackward0>)
tensor([[0.8313]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1543, grad_fn=<DivBackward0>)
tensor([[0.8320]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1538, grad_fn=<DivBackward0>)
tensor([[0.8336]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1535, grad_fn=<DivBackward0>)
tensor([[0.8323]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1530, grad_fn=<DivBackward0>)
tensor([[0.8320]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1526, grad_fn=<DivBackward0>)
tensor([[0.8343]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1521, grad_fn=<DivBackward0>)
tensor([[0.8368]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1520, grad_fn=<DivBackward0>)
tensor([[0.8341]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1537, grad_fn=<DivBackward0>)
tensor([[0.8214]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1533, grad_fn=<DivBackward0>)
tensor([[0.8113]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1529, grad_fn=<DivBackward0>)
tensor([[0.8040]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1524, grad_fn=<DivBackward0>)
tensor([[0.7966]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1521, grad_fn=<DivBackward0>)
tensor([[0.7919]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1517, grad_fn=<DivBackward0>)
tensor([[0.7902]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1522, grad_fn=<DivBackward0>)
tensor([[0.7828]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1517, grad_fn=<DivBackward0>)
tensor([[0.7769]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.7742]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.7746]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.7686]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.7666]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1507, grad_fn=<DivBackward0>)
tensor([[0.7662]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1502, grad_fn=<DivBackward0>)
tensor([[0.7669]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1498, grad_fn=<DivBackward0>)
tensor([[0.7675]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.7607]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1509, grad_fn=<DivBackward0>)
tensor([[0.7558]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1506, grad_fn=<DivBackward0>)
tensor([[0.7541]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1518, grad_fn=<DivBackward0>)
tensor([[0.7458]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1516, grad_fn=<DivBackward0>)
tensor([[0.7392]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.7345]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1509, grad_fn=<DivBackward0>)
tensor([[0.7323]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1505, grad_fn=<DivBackward0>)
tensor([[0.7332]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.7241]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1519, grad_fn=<DivBackward0>)
tensor([[0.7125]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1517, grad_fn=<DivBackward0>)
tensor([[0.7030]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6997]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.6988]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.7022]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1509, grad_fn=<DivBackward0>)
tensor([[0.7069]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1505, grad_fn=<DivBackward0>)
tensor([[0.7143]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.7110]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.7054]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.7032]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1510, grad_fn=<DivBackward0>)
tensor([[0.6960]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1508, grad_fn=<DivBackward0>)
tensor([[0.6972]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1506, grad_fn=<DivBackward0>)
tensor([[0.6996]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6937]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.6947]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1509, grad_fn=<DivBackward0>)
tensor([[0.6976]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1505, grad_fn=<DivBackward0>)
tensor([[0.6999]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1504, grad_fn=<DivBackward0>)
tensor([[0.7070]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.7067]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.7031]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.6991]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1507, grad_fn=<DivBackward0>)
tensor([[0.7028]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1503, grad_fn=<DivBackward0>)
tensor([[0.7029]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1499, grad_fn=<DivBackward0>)
tensor([[0.7032]], grad_fn=<AddmmBackward0>) tensor([[0.1111]])
Average loss: tensor(0.1505, grad_fn=<DivBackward0>)
tensor([[0.7005]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1503, grad_fn=<DivBackward0>)
tensor([[0.6998]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6908]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.6859]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1519, grad_fn=<DivBackward0>)
tensor([[0.6734]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6584]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1523, grad_fn=<DivBackward0>)
tensor([[0.6447]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1526, grad_fn=<DivBackward0>)
tensor([[0.6230]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1526, grad_fn=<DivBackward0>)
tensor([[0.6083]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1523, grad_fn=<DivBackward0>)
tensor([[0.5961]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1523, grad_fn=<DivBackward0>)
tensor([[0.5894]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1523, grad_fn=<DivBackward0>)
tensor([[0.5895]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1522, grad_fn=<DivBackward0>)
tensor([[0.5830]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1523, grad_fn=<DivBackward0>)
tensor([[0.5841]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1523, grad_fn=<DivBackward0>)
tensor([[0.5874]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1522, grad_fn=<DivBackward0>)
tensor([[0.5948]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1522, grad_fn=<DivBackward0>)
tensor([[0.6020]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1523, grad_fn=<DivBackward0>)
tensor([[0.6182]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1519, grad_fn=<DivBackward0>)
tensor([[0.6277]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6424]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.6508]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6639]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1519, grad_fn=<DivBackward0>)
tensor([[0.6661]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1518, grad_fn=<DivBackward0>)
tensor([[0.6756]], grad_fn=<AddmmBackward0>) tensor([[0.1111]])
Average loss: tensor(0.1523, grad_fn=<DivBackward0>)
tensor([[0.6755]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1521, grad_fn=<DivBackward0>)
tensor([[0.6788]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1520, grad_fn=<DivBackward0>)
