scene,listener,system,HASPI
S09900,L0224,E018,"[0.2569769077640583, 0.19814758349749323]"
S09904,L0200,E018,"[0.7507881106707835, 0.22410475695791338]"
S09904,L0240,E018,"[0.8793211988605683, 0.9148105927418333]"
S09908,L0239,E018,"[0.5935357497653206, 0.2048160690769093]"
S09911,L0201,E018,"[0.8488003207513908, 0.8898915472378832]"
S09913,L0206,E018,"[0.8297662811940111, 0.019631628096156158]"
S09915,L0201,E018,"[0.19099555846510258, 0.7593545237402465]"
S09919,L0212,E018,"[0.812442503747138, 0.7392982595973332]"
S09919,L0221,E018,"[0.8667928844313281, 0.8089035040362225]"
S09920,L0231,E018,"[0.8487160220300034, 0.9680794590506621]"
S09922,L0236,E018,"[0.0038698332124328934, 0.004332339093487062]"
S09923,L0217,E018,"[0.38199765998888086, 0.00869446658942094]"
S09928,L0243,E018,"[0.7520516546393273, 0.7392100447642126]"
S09934,L0218,E018,"[0.5088977920777644, 0.7265187781559916]"
S09934,L0221,E018,"[0.5423487125107062, 0.795589833262458]"
S09935,L0225,E018,"[0.7149315899666058, 0.7316138734354147]"
S09935,L0231,E018,"[0.7448091377823647, 0.9290088265956149]"
S09945,L0239,E018,"[0.12551541218111625, 0.10263759307564044]"
S09951,L0229,E018,"[0.8281653425279522, 0.8841902888269714]"
S09961,L0236,E018,"[0.2765694807714074, 0.26758697274808135]"
S09964,L0209,E018,"[0.9513545664481803, 0.9833663648824315]"
S09971,L0217,E018,"[0.7616912836205463, 0.008980288673016241]"
S09972,L0224,E018,"[0.7403264891966945, 0.6667697832209261]"
S10000,L0215,E018,"[0.6786798717225598, 0.8532212261733589]"
S08512,L0220,E001,"[0.2623592017138951, 0.6352452299619336]"
S08546,L0220,E001,"[0.3486321977580677, 0.01730871321974554]"
S08555,L0202,E001,"[0.4460483307736486, 0.052484680409841236]"
S08558,L0241,E001,"[0.02221201849762001, 0.3163702246876052]"
S08561,L0208,E001,"[0.8101356581674449, 0.9610226078693891]"
S08576,L0235,E001,"[0.9826701798387995, 0.9070698422805051]"
S08590,L0202,E001,"[0.395659887193614, 0.49956413252727583]"
S08600,L0241,E001,"[0.06655076456079952, 0.6579209586804978]"
S08613,L0220,E001,"[0.43464678089108677, 0.037196164711746936]"
S08686,L0208,E001,"[0.23038730188809375, 0.0952133441390289]"
S08689,L0208,E001,"[0.8129614288548798, 0.9899670927856731]"
S08690,L0235,E001,"[0.9963207662228235, 0.9986356512217908]"
S08703,L0235,E001,"[0.5338259786148246, 0.7037271864266236]"
S08713,L0220,E001,"[0.04599732576298941, 0.24086984642657322]"
S08722,L0220,E001,"[0.15034030662991893, 0.18141058343937255]"
S08735,L0220,E001,"[0.02959161517658474, 0.0920073057106923]"
S08742,L0235,E001,"[0.9332396190557372, 0.9479764478490331]"
S08751,L0235,E001,"[0.13428209159393775, 0.6156393042502735]"
S08752,L0208,E001,"[0.36249652110053027, 0.675305835906798]"
S08759,L0202,E001,"[0.038815003092585544, 0.007516779518256126]"
S08798,L0235,E001,"[0.012177945784234841, 0.34055569909852357]"
S08818,L0235,E001,"[0.9530868069563593, 0.8973570636016573]"
S08854,L0202,E001,"[0.0768834832584298, 0.004693678316539407]"
S08867,L0220,E001,"[0.32043834309326263, 0.03467036746407931]"
S08883,L0220,E001,"[0.5245025316815414, 0.5327356115422083]"
S08890,L0202,E001,"[0.0943811901744904, 0.00993013106811504]"
S08891,L0220,E001,"[0.3491799753992964, 0.5627560892607785]"
S08935,L0202,E001,"[0.5102021238714111, 0.23037606808738434]"
S08969,L0241,E001,"[0.6511745438059604, 0.7904394188142221]"
S08971,L0202,E001,"[0.772460029097025, 0.7403388093600957]"
S08983,L0241,E001,"[0.018750830862685263, 0.5884742231023367]"
S09000,L0220,E001,"[0.237614943420163, 0.008765261316952669]"
S09011,L0208,E001,"[0.9474334635859001, 0.9780098042117986]"
S09078,L0202,E001,"[0.19382994035870113, 0.3979041092484813]"
S09094,L0208,E001,"[0.8866841817044018, 0.49768218202713815]"
S09111,L0235,E001,"[0.10528022062972965, 0.9216994036355383]"
S09152,L0202,E001,"[0.23755045263993874, 0.12817761771713668]"
S09161,L0202,E001,"[0.8152394298149473, 0.8296389948808065]"
S09164,L0208,E001,"[0.2561521895181316, 0.28738062533049863]"
S09193,L0202,E001,"[0.07235671528068661, 0.29159980299081895]"
S09227,L0241,E001,"[0.170094316900875, 0.08825592802475048]"
S09231,L0241,E001,"[0.044948082876976415, 0.05451663524116479]"
S09259,L0208,E001,"[0.6087203361717118, 0.8851468287361879]"
S09262,L0220,E001,"[0.027992272420400855, 0.009477036787568822]"
S09281,L0235,E001,"[0.3973415831131147, 0.6350507107774468]"
S09282,L0208,E001,"[0.9558843017215117, 0.9922707075802596]"
S09297,L0235,E001,"[0.9004908458878125, 0.9082112193473822]"
S09306,L0220,E001,"[0.22751899328628233, 0.012128643028916041]"
S09315,L0220,E001,"[0.1326524507042934, 0.0741236216680957]"
S09321,L0202,E001,"[0.5067616841687316, 0.6343163938657185]"
S09328,L0202,E001,"[0.5224171423298262, 0.7276558356919587]"
S09338,L0241,E001,"[0.045209581315571686, 0.3067354976012526]"
S09363,L0241,E001,"[0.0426467468751246, 0.44666816098318035]"
S09377,L0202,E001,"[0.06905633151698568, 0.15867993621140097]"
S09436,L0241,E001,"[0.08074172970309641, 0.02372805004166079]"
S09460,L0241,E001,"[0.022209379736733422, 0.10440974313950521]"
S09463,L0220,E001,"[0.45703429636216775, 0.05304818646909689]"
S09515,L0202,E001,"[0.6664587979503653, 0.8472511816751316]"
S09542,L0220,E001,"[0.21274091549952423, 0.3163944529019454]"
S09543,L0235,E001,"[0.27446817144610963, 0.47866742539233376]"
S09554,L0208,E001,"[0.9549125586330448, 0.7363741089544065]"
S09569,L0241,E001,"[0.07257813399987094, 0.41732278864433026]"
S09573,L0235,E001,"[0.053473673631124125, 0.04820827993175953]"
S09577,L0208,E001,"[0.7975887749184799, 0.337454946336261]"
S09586,L0208,E001,"[0.8825822410255294, 0.9276344189116318]"
S09593,L0241,E001,"[0.24794027649703912, 0.08198695347419288]"
S09615,L0241,E001,"[0.29164654171210447, 0.5980498917753925]"
S09641,L0235,E001,"[0.8033656116830541, 0.46837194211739]"
S09676,L0235,E001,"[0.9766948196110513, 0.9664203216265311]"
S09678,L0208,E001,"[0.4649415670709553, 0.39747880379223904]"
S09681,L0235,E001,"[0.28692747305452665, 0.944947487368388]"
S09684,L0241,E001,"[0.0298209343817691, 0.08801710809869806]"
S09689,L0208,E001,"[0.8501653660893825, 0.866242340441752]"
S09716,L0235,E001,"[0.9387864767543183, 0.9098900899521842]"
S09717,L0220,E001,"[0.5373997805172589, 0.23382736604309637]"
S09759,L0235,E001,"[0.06876509827386927, 0.07742673771576594]"
S09765,L0235,E001,"[0.2694939550751812, 0.38375259272439344]"
S09777,L0220,E001,"[0.8637948022009296, 0.7429086717927703]"
S09780,L0220,E001,"[0.2054813011076359, 0.5292758105452048]"
S09790,L0241,E001,"[0.5550290813404243, 0.6739030183303024]"
S09827,L0235,E001,"[0.8160337262598116, 0.7527438360256671]"
S09828,L0241,E001,"[0.014324684523469453, 0.0049111055234733175]"
S09831,L0241,E001,"[0.004774592409764338, 0.005995922842468991]"
S09856,L0235,E001,"[0.46512530165284766, 0.964772616825634]"
S09899,L0241,E001,"[0.1306626774353866, 0.9545636039067634]"
S09928,L0202,E001,"[0.17095120405178274, 0.2394462160942327]"
S09935,L0220,E001,"[0.39085076777225597, 0.30808988159878564]"
S09951,L0208,E001,"[0.7596964152187837, 0.4553183237523828]"
S09964,L0202,E001,"[0.8227008885148624, 0.7307734678420114]"
S09977,L0241,E001,"[0.05730689997285316, 0.0678711714776632]"
S08515,L0220,E003,"[0.9942199285919936, 0.9784150376099413]"
S08575,L0220,E003,"[0.9918746377936948, 0.9356742443711512]"
S08579,L0202,E003,"[0.8083621499948913, 0.9078060928135626]"
S08582,L0235,E003,"[0.9720841996146308, 0.9705461610980016]"
S08594,L0202,E003,"[0.9556974554660101, 0.9295180831655904]"
S08628,L0208,E003,"[0.8933309102925918, 0.754595322253233]"
S08644,L0202,E003,"[0.8510445573395545, 0.8493808997016229]"
S08645,L0220,E003,"[0.9386615088297862, 0.9965340762956997]"
S08651,L0235,E003,"[0.8773351521195955, 0.9786456227181173]"
S08685,L0220,E003,"[0.4353582771485651, 0.8200000945884389]"
S08702,L0241,E003,"[0.519546122848432, 0.8224507966590532]"
S08707,L0235,E003,"[0.8055677242454193, 0.6216558449410605]"
S08723,L0241,E003,"[0.8568564595672913, 0.9841159985551879]"
S08753,L0202,E003,"[0.9918902326941806, 0.9898715367098588]"
S08765,L0241,E003,"[0.996804586552402, 0.9997221917888244]"
S08766,L0241,E003,"[0.9954036221112832, 0.9813867259846984]"
S08771,L0220,E003,"[0.8695593892727487, 0.946941509934319]"
S08781,L0241,E003,"[0.7002173015597032, 0.8229393640835525]"
S08782,L0208,E003,"[0.942357980188395, 0.9616778052220986]"
S08790,L0220,E003,"[0.8372556916927927, 0.9984020072112278]"
S08795,L0220,E003,"[0.5741246048827835, 0.4294902254938746]"
S08815,L0220,E003,"[0.8953287431485191, 0.9730185506712933]"
S08816,L0235,E003,"[0.9164516361887131, 0.9476236796044177]"
S08843,L0235,E003,"[0.9987613444357613, 0.9971564068797534]"
S08844,L0202,E003,"[0.9817933487280806, 0.7898138452475313]"
S08905,L0202,E003,"[0.7437636985543106, 0.9053918807161294]"
S08916,L0208,E003,"[0.9322148483660911, 0.8686917398023966]"
S08922,L0208,E003,"[0.9190728426856936, 0.961036838353565]"
S08923,L0208,E003,"[0.6081941211943627, 0.7306091403417161]"
S08943,L0241,E003,"[0.7381302018002329, 0.996081774125754]"
S08952,L0235,E003,"[0.9816819467216479, 0.9642882101240604]"
S08965,L0202,E003,"[0.8540149322019092, 0.5302459813567838]"
S08973,L0241,E003,"[0.6559180375587077, 0.8198585302892103]"
S08997,L0220,E003,"[0.931513790043983, 0.8813164124590617]"
S09018,L0235,E003,"[0.997140848265539, 0.8445127813692919]"
S09030,L0208,E003,"[0.9673541191329941, 0.9989547063831817]"
S09061,L0208,E003,"[0.9774206743280491, 0.9687920873912717]"
S09067,L0241,E003,"[0.684592223415171, 0.7147952176083598]"
S09071,L0235,E003,"[0.9350499310074329, 0.955793205798602]"
S09128,L0220,E003,"[0.9561641328848639, 0.8954901340559867]"
S09142,L0208,E003,"[0.8460084921508414, 0.9482437706265187]"
S09178,L0220,E003,"[0.998073422384293, 0.8964423257878108]"
S09181,L0202,E003,"[0.9413007095684528, 0.9539322236834474]"
S09188,L0235,E003,"[0.9728064120617314, 0.54882565733025]"
S09196,L0235,E003,"[0.8107967078318102, 0.732714760409508]"
S09209,L0202,E003,"[0.5994821250183362, 0.5962758449499048]"
S09234,L0220,E003,"[0.6420453269976888, 0.871885285638212]"
S09248,L0241,E003,"[0.6053828253765318, 0.7835423357310196]"
S09261,L0241,E003,"[0.62643187673453, 0.9742496363650512]"
S09265,L0208,E003,"[0.848747895910053, 0.8980063226557772]"
S09308,L0208,E003,"[0.9652862833434847, 0.8823790063259397]"
S09325,L0235,E003,"[0.9635470075890635, 0.8912917280036929]"
S09342,L0208,E003,"[0.8071019554702193, 0.8649133539218476]"
S09345,L0235,E003,"[0.9167591099856899, 0.9220424815248579]"
S09365,L0208,E003,"[0.7163447320494823, 0.8744586105393596]"
S09366,L0235,E003,"[0.7566358865235044, 0.7602658716600987]"
S09386,L0202,E003,"[0.8184366664334747, 0.8223427914803271]"
S09387,L0202,E003,"[0.9627088863800349, 0.4576778748188187]"
S09402,L0241,E003,"[0.9686458004735841, 0.9981281851742635]"
S09426,L0202,E003,"[0.7709766964557967, 0.7567456829644683]"
S09429,L0220,E003,"[0.7685927123473884, 0.7564758076504478]"
S09452,L0241,E003,"[0.37308708862674295, 0.6290707217391058]"
S09519,L0202,E003,"[0.9413986707407667, 0.9876014852705793]"
S09520,L0220,E003,"[0.9760515294614361, 0.7648032253848864]"
S09533,L0235,E003,"[0.9809874552643664, 0.9909711255266237]"
S09553,L0220,E003,"[0.6740614772558112, 0.7399237346649721]"
S09574,L0202,E003,"[0.8929568588085888, 0.8977111578873735]"
S09580,L0202,E003,"[0.7602319146378742, 0.45634130131614276]"
S09613,L0202,E003,"[0.957707098972559, 0.9927091201333564]"
S09626,L0208,E003,"[0.9536476717132523, 0.990633338566751]"
S09634,L0220,E003,"[0.7240933259707308, 0.6870550286363035]"
S09646,L0241,E003,"[0.6485175753107884, 0.421998688699825]"
S09649,L0241,E003,"[0.9791989931031099, 0.9975585980688542]"
S09655,L0202,E003,"[0.49167124789769046, 0.8721346966963229]"
S09662,L0220,E003,"[0.8762142670184628, 0.7914962870623277]"
S09669,L0202,E003,"[0.8150539064284502, 0.9738051610480672]"
S09670,L0241,E003,"[0.9646680063086697, 0.9752631722799614]"
S09707,L0241,E003,"[0.2004519759443985, 0.1544261928731884]"
S09715,L0202,E003,"[0.9514854530956378, 0.826114304378623]"
S09719,L0208,E003,"[0.8447449833982974, 0.8971863159334657]"
S09740,L0241,E003,"[0.6856436675646774, 0.9629526659987305]"
S09753,L0208,E003,"[0.6770486926201448, 0.5281015045535631]"
S09754,L0208,E003,"[0.9752301199001387, 0.979586661404002]"
S09793,L0235,E003,"[0.8704863762128378, 0.9630583488551181]"
S09818,L0208,E003,"[0.8012063499602179, 0.7160748653115004]"
S09837,L0202,E003,"[0.9855588118657483, 0.9585607341627064]"
S09844,L0235,E003,"[0.8314880130759184, 0.5542951264208146]"
S09857,L0202,E003,"[0.9639307122231263, 0.9822753987676155]"
S09860,L0235,E003,"[0.667217944864649, 0.9538299659570454]"
S09862,L0241,E003,"[0.9982228536917723, 0.999725340091311]"
S09865,L0235,E003,"[0.9759244636898255, 0.9629816024730206]"
S09884,L0235,E003,"[0.7344419123152793, 0.9907455109458824]"
S09892,L0235,E003,"[0.7368784827789362, 0.994163898704399]"
S09893,L0220,E003,"[0.9733782501383214, 0.9026879767348523]"
S09904,L0235,E003,"[0.6004714068608146, 0.9475659445079544]"
S09907,L0241,E003,"[0.7155559813168516, 0.9702198426667262]"
S09952,L0202,E003,"[0.6357537974184146, 0.8067779877814658]"
S10000,L0208,E003,"[0.9429065755793768, 0.9467326793520435]"
S08540,L0235,E005,"[0.012077351252198394, 0.01058175153998588]"
S08554,L0241,E005,"[0.7525105322186545, 0.7796954999283616]"
S08555,L0220,E005,"[0.04205851468034803, 0.034192310468239444]"
S08574,L0235,E005,"[0.014225973323274835, 0.005358098640702111]"
S08590,L0220,E005,"[0.7971509080421832, 0.18106850105373104]"
S08682,L0208,E005,"[0.07671115556356763, 0.29265378683475657]"
S08725,L0208,E005,"[0.4436936203509731, 0.9159037812947887]"
S08745,L0241,E005,"[0.10002658997265967, 0.41251807479050595]"
S08759,L0220,E005,"[0.06879323188694556, 0.021194102087639177]"
S08767,L0235,E005,"[0.034871331046842584, 0.01033001441569444]"
S08778,L0241,E005,"[0.6379503830660753, 0.3486278744275829]"
S08779,L0241,E005,"[0.13434204725442384, 0.4158952181954197]"
S08780,L0235,E005,"[0.7772452790112965, 0.7898888247617689]"
S08793,L0208,E005,"[0.3134781588042711, 0.46540928394562336]"
S08794,L0220,E005,"[0.013577659756258765, 0.008450786243698738]"
S08807,L0220,E005,"[0.07025903769838601, 0.02822262135221159]"
S08820,L0241,E005,"[0.6082351099387117, 0.6104484239143642]"
S08854,L0220,E005,"[0.018593268305830385, 0.007561204998288099]"
S08862,L0208,E005,"[0.029349426899397173, 0.019565033061926165]"
S08869,L0235,E005,"[0.779399611204212, 0.5544476129297572]"
S08887,L0241,E005,"[0.10962127035583392, 0.026553617656331907]"
S08890,L0220,E005,"[0.3521720830750417, 0.023733808097755608]"
S08931,L0208,E005,"[0.1410198555172415, 0.4282539849413799]"
S08935,L0220,E005,"[0.06753794203492906, 0.04684500995284589]"
S08959,L0241,E005,"[0.08345755862655578, 0.12386047549293555]"
S08971,L0220,E005,"[0.024420305534341376, 0.011294716409474468]"
S08976,L0235,E005,"[0.8329305631817158, 0.406330343365232]"
S08979,L0235,E005,"[0.711903108717283, 0.1575803804090005]"
S08987,L0235,E005,"[0.21754896015643746, 0.01842136849620062]"
S09034,L0220,E005,"[0.07751853221292268, 0.0185563988843677]"
S09065,L0202,E005,"[0.02787157717815423, 0.06929327068614241]"
S09069,L0208,E005,"[0.9617620794551027, 0.9504410391573636]"
S09078,L0220,E005,"[0.00979829595815491, 0.0057515835364861006]"
S09088,L0235,E005,"[0.019865053545552083, 0.015566339786132933]"
S09101,L0208,E005,"[0.8585837372292061, 0.8052232233252375]"
S09140,L0235,E005,"[0.7703632677750434, 0.37421518715028745]"
S09152,L0220,E005,"[0.04384060882567861, 0.012778989705214941]"
S09155,L0235,E005,"[0.1359364985581424, 0.14043962607907784]"
S09161,L0220,E005,"[0.6707347514508738, 0.20083014896916287]"
S09193,L0220,E005,"[0.03449993627539138, 0.03453198872722808]"
S09199,L0202,E005,"[0.021937341692076062, 0.015877008909338203]"
S09203,L0235,E005,"[0.31358642538110965, 0.02436968461409959]"
S09245,L0235,E005,"[0.18370685494500907, 0.17655899684370543]"
S09250,L0241,E005,"[0.08743567193242703, 0.03253759039025487]"
S09255,L0208,E005,"[0.16894561419362106, 0.014677957007512345]"
S09270,L0241,E005,"[0.6750744448878835, 0.5671244741447351]"
S09271,L0235,E005,"[0.8554080316322136, 0.0602401789350404]"
S09298,L0235,E005,"[0.08188106010803367, 0.0792199261386182]"
S09321,L0220,E005,"[0.05971034514329727, 0.009077282519967096]"
S09328,L0220,E005,"[0.37624474073926617, 0.008028456474573792]"
S09377,L0220,E005,"[0.0278738597488158, 0.017066446235649225]"
S09382,L0241,E005,"[0.21023260875674163, 0.3378226014990344]"
S09397,L0235,E005,"[0.9189997125763799, 0.4563257881622421]"
S09438,L0241,E005,"[0.16497530423045653, 0.45764042855683124]"
S09446,L0202,E005,"[0.1322861358143477, 0.03490906574351416]"
S09488,L0241,E005,"[0.2461065137524034, 0.14021566527691912]"
S09515,L0220,E005,"[0.621122255797606, 0.020862921811941642]"
S09546,L0208,E005,"[0.6176392177211982, 0.49561888690578787]"
S09571,L0235,E005,"[0.4449247036131636, 0.20390564430432034]"
S09616,L0208,E005,"[0.4889078787088527, 0.39966430120541774]"
S09625,L0208,E005,"[0.6235284889918563, 0.6938261732763714]"
S09628,L0235,E005,"[0.06943456697907571, 0.01372658355112591]"
S09704,L0208,E005,"[0.7479224940371572, 0.18174653951034114]"
S09714,L0241,E005,"[0.7202941749122532, 0.7590336990271973]"
S09776,L0208,E005,"[0.22806618414224256, 0.34825154184338925]"
S09803,L0202,E005,"[0.02600264229240267, 0.16311400924791847]"
S09812,L0220,E005,"[0.1015293148253879, 0.3902584060385845]"
S09819,L0241,E005,"[0.810233941519422, 0.44826346220374014]"
S09824,L0241,E005,"[0.4815100817560339, 0.4147510313884759]"
S09841,L0235,E005,"[0.03685340262821869, 0.01697340557218344]"
S09900,L0235,E005,"[0.6061212058796771, 0.5277057818317503]"
S09903,L0241,E005,"[0.07418061147725594, 0.33782586130935915]"
S09913,L0208,E005,"[0.5286496243794724, 0.1963215327218673]"
S09928,L0220,E005,"[0.2301089891357945, 0.41367480793026223]"
S09964,L0220,E005,"[0.594357375673473, 0.4566459715635756]"
S09972,L0235,E005,"[0.34113362569926237, 0.33638836407128925]"
S08512,L0241,E007,"[0.8719251716188011, 0.9966642771511655]"
S08546,L0241,E007,"[0.7553577197016808, 0.8423099986560492]"
S08566,L0235,E007,"[0.8616581313691359, 0.7003743339717574]"
S08576,L0208,E007,"[0.9892955484144351, 0.9989355720665358]"
S08579,L0220,E007,"[0.3133820499529967, 0.03912670598672837]"
S08594,L0220,E007,"[0.42203327501170906, 0.0588233698599664]"
S08613,L0241,E007,"[0.9824751269701715, 0.8983217351201034]"
S08614,L0235,E007,"[0.8423863125894279, 0.8595513732731285]"
S08636,L0202,E007,"[0.03690010293965247, 0.00861576044417094]"
S08644,L0220,E007,"[0.8883314838440266, 0.7539462493331729]"
S08690,L0208,E007,"[0.9992317939976386, 0.9998988169286064]"
S08703,L0208,E007,"[0.7797989455094628, 0.8331753879367904]"
S08710,L0202,E007,"[0.5674201423946569, 0.4869729919163461]"
S08713,L0241,E007,"[0.995758014523433, 0.9999071470324737]"
S08722,L0241,E007,"[0.6170559993326122, 0.9791196625275463]"
S08735,L0241,E007,"[0.952976990669076, 0.9948678161122165]"
S08742,L0208,E007,"[0.9191133937507444, 0.9771160097762506]"
S08751,L0208,E007,"[0.9937483516031309, 0.990037057085889]"
S08753,L0220,E007,"[0.7332848396024594, 0.2652886471287129]"
S08800,L0202,E007,"[0.5940593796533542, 0.6313460828911781]"
S08817,L0202,E007,"[0.2638563162198183, 0.08812469927983303]"
S08818,L0208,E007,"[0.982318983444655, 0.9994309702245975]"
S08837,L0202,E007,"[0.5951501203805218, 0.3594312243799671]"
S08844,L0220,E007,"[0.8186287258056775, 0.13192849926187933]"
S08867,L0241,E007,"[0.9697874971781885, 0.9805309290555726]"
S08883,L0241,E007,"[0.7322182890253937, 0.8282641860669604]"
S08891,L0241,E007,"[0.6576809510313203, 0.8436583426352824]"
S08897,L0235,E007,"[0.5750828401078804, 0.5534087639098744]"
S08899,L0235,E007,"[0.00486657529016098, 0.006675170267696538]"
S08905,L0220,E007,"[0.7468833919747211, 0.31684408099705824]"
S08929,L0202,E007,"[0.3161928702692416, 0.31812918817613556]"
S08961,L0202,E007,"[0.3654648131112354, 0.31312709862345495]"
S08965,L0220,E007,"[0.2964810020974269, 0.01312999229659668]"
S08977,L0202,E007,"[0.31257582543567475, 0.24857131941845131]"
S09000,L0241,E007,"[0.30102028443161355, 0.9807154101615427]"
S09029,L0202,E007,"[0.44305215649352664, 0.413240740522882]"
S09082,L0235,E007,"[0.4861154824232521, 0.9228980142148709]"
S09111,L0208,E007,"[0.9979087360459363, 0.9997748907781172]"
S09158,L0235,E007,"[0.6995544623819551, 0.7898539349883887]"
S09181,L0220,E007,"[0.3761926711673785, 0.13318481386082928]"
S09205,L0235,E007,"[0.7440192770702712, 0.6737728306638917]"
S09209,L0220,E007,"[0.9505340134109368, 0.13316695256343494]"
S09262,L0241,E007,"[0.8228586086968406, 0.9570746732448193]"
S09264,L0235,E007,"[0.852849361688124, 0.8335884789413508]"
S09274,L0235,E007,"[0.7621811581756078, 0.5894623518554124]"
S09277,L0202,E007,"[0.601676548566851, 0.5528489312640235]"
S09280,L0202,E007,"[0.014056366889723091, 0.006800434791114378]"
S09297,L0208,E007,"[0.8875555749955265, 0.961997942741875]"
S09306,L0241,E007,"[0.9935044251644235, 0.9883738499199475]"
S09315,L0241,E007,"[0.7501399798637336, 0.8998480930829936]"
S09329,L0202,E007,"[0.8014537091724073, 0.7933674690932293]"
S09332,L0202,E007,"[0.4594061907520559, 0.21586305205081804]"
S09386,L0220,E007,"[0.558148398736549, 0.2669417330625329]"
S09387,L0220,E007,"[0.9836476781296769, 0.673128418727064]"
S09426,L0220,E007,"[0.44816889471626853, 0.1190878287541248]"
S09463,L0241,E007,"[0.25420421089988227, 0.9396814868003512]"
S09476,L0235,E007,"[0.7162082348220778, 0.5197577978235692]"
S09480,L0202,E007,"[0.19723234737121711, 0.14367787816815444]"
S09500,L0235,E007,"[0.9909117343240408, 0.7813362382159075]"
S09519,L0220,E007,"[0.9237524088179931, 0.3404665526310645]"
S09529,L0235,E007,"[0.6382213846035698, 0.8109155282556684]"
S09542,L0241,E007,"[0.8506751908973295, 0.9872286792385428]"
S09573,L0208,E007,"[0.9723883896429694, 0.9930880633773098]"
S09574,L0220,E007,"[0.9588077889245261, 0.5012453437171951]"
S09580,L0220,E007,"[0.5954419426226396, 0.3450804384606766]"
S09589,L0235,E007,"[0.8716821721448936, 0.7204027623691813]"
S09613,L0220,E007,"[0.08119051845049988, 0.012174243420150808]"
S09641,L0208,E007,"[0.995790693226199, 0.9996686187284867]"
S09655,L0220,E007,"[0.7687341947576541, 0.7183116630667562]"
S09669,L0220,E007,"[0.608087451363908, 0.35116405872031214]"
S09676,L0208,E007,"[0.9912744360115049, 0.999975803001798]"
S09681,L0208,E007,"[0.9919605338177406, 0.9985822810669067]"
S09715,L0220,E007,"[0.779997551397785, 0.4989225319820144]"
S09716,L0208,E007,"[0.8869481114094132, 0.9274289056124488]"
S09717,L0241,E007,"[0.6491531953833051, 0.9075077109910161]"
S09752,L0202,E007,"[0.3948348022046177, 0.30630475536809104]"
S09759,L0208,E007,"[0.8219288414274127, 0.9210774798490832]"
S09765,L0208,E007,"[0.926707866187474, 0.854567184843412]"
S09767,L0202,E007,"[0.44297498660027956, 0.04390656046407897]"
S09770,L0202,E007,"[0.05003125659634038, 0.04947362617121729]"
S09777,L0241,E007,"[0.9444499220292552, 0.9684119458654116]"
S09780,L0241,E007,"[0.9873580463916599, 0.9271713182224022]"
S09827,L0208,E007,"[0.9972245005591088, 0.9999272368854896]"
S09837,L0220,E007,"[0.623530085744041, 0.3470881560335171]"
S09846,L0235,E007,"[0.9691275756673416, 0.9205064509809141]"
S09856,L0208,E007,"[0.9250456041358431, 0.998003640231937]"
S09857,L0220,E007,"[0.8493065662101803, 0.3996742960182279]"
S09935,L0241,E007,"[0.6470171938875185, 0.7661660469658542]"
S09952,L0220,E007,"[0.525190484053874, 0.42032584145237484]"
S09969,L0202,E007,"[0.18004683876177316, 0.019310319996751882]"
S08508,L0202,E009,"[0.6875867496711875, 0.6409604751519556]"
S08510,L0220,E009,"[0.8139921665747296, 0.6415781126843318]"
S08515,L0241,E009,"[0.8771790894604904, 0.9989985386135172]"
S08575,L0241,E009,"[0.9445644042216416, 0.9949595353615373]"
S08582,L0208,E009,"[0.9996675045643673, 0.9997300462305772]"
S08616,L0220,E009,"[0.8797087209362439, 0.6119337251566531]"
S08625,L0235,E009,"[0.9464763468576434, 0.8448864256823465]"
S08645,L0241,E009,"[0.9931380622985454, 0.9999392322716621]"
S08651,L0208,E009,"[0.9974845602440261, 0.9997373129909553]"
S08658,L0220,E009,"[0.6738366637081925, 0.5394666887784474]"
S08685,L0241,E009,"[0.9655230699305474, 0.9945493738828116]"
S08707,L0208,E009,"[0.9996110049061211, 0.9998679819370444]"
S08732,L0235,E009,"[0.7405394495865881, 0.9171033638078361]"
S08739,L0202,E009,"[0.8857571025729196, 0.7516318776463984]"
S08771,L0241,E009,"[0.9621200040694948, 0.9921803858017496]"
S08790,L0241,E009,"[0.9761279662987363, 0.9984641153342954]"
S08791,L0235,E009,"[0.9913671947178421, 0.9851378036264735]"
S08795,L0241,E009,"[0.9310031011615405, 0.9507273964801551]"
S08815,L0241,E009,"[0.5850227589450516, 0.9372165261557761]"
S08816,L0208,E009,"[0.998229412607743, 0.9997424379108719]"
S08843,L0208,E009,"[0.9996591025132413, 0.9998050168523582]"
S08875,L0220,E009,"[0.9521607822868751, 0.2942042672593504]"
S08889,L0235,E009,"[0.9821111093544728, 0.940136013742778]"
S08928,L0202,E009,"[0.6225057161431601, 0.9829721541536779]"
S08939,L0220,E009,"[0.9867326344600139, 0.045306654716952256]"
S08952,L0208,E009,"[0.9993290033545704, 0.9997909961912688]"
S08993,L0235,E009,"[0.8238041958169086, 0.8357576007500715]"
S08997,L0241,E009,"[0.643787665475522, 0.866442274529102]"
S09018,L0208,E009,"[0.999983471302367, 0.9999796330861058]"
S09049,L0220,E009,"[0.97421317024378, 0.9482985335805462]"
S09065,L0220,E009,"[0.9043815604216042, 0.6316065925268407]"
S09071,L0208,E009,"[0.9881442578623526, 0.9971770453704276]"
S09073,L0235,E009,"[0.9958740777016486, 0.933462368448113]"
S09092,L0235,E009,"[0.9534068757503733, 0.7277277068063404]"
S09107,L0220,E009,"[0.9981045879955897, 0.77072560429574]"
