tensor([[0.0164]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.8573]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.4798, grad_fn=<DivBackward0>)
tensor([[0.8589]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.4629, grad_fn=<DivBackward0>)
tensor([[0.8675]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.4462, grad_fn=<DivBackward0>)
tensor([[0.8572]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.4297, grad_fn=<DivBackward0>)
tensor([[0.8630]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(3.4157, grad_fn=<DivBackward0>)
tensor([[0.8572]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.3994, grad_fn=<DivBackward0>)
tensor([[0.8668]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(3.3832, grad_fn=<DivBackward0>)
tensor([[0.8548]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.3673, grad_fn=<DivBackward0>)
tensor([[0.8569]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(3.3523, grad_fn=<DivBackward0>)
tensor([[0.8637]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.3366, grad_fn=<DivBackward0>)
tensor([[0.8491]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(3.3214, grad_fn=<DivBackward0>)
tensor([[0.8570]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(3.3094, grad_fn=<DivBackward0>)
tensor([[0.8385]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(3.2957, grad_fn=<DivBackward0>)
tensor([[0.8355]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.2806, grad_fn=<DivBackward0>)
tensor([[0.8123]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(3.2657, grad_fn=<DivBackward0>)
tensor([[0.8091]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(3.2508, grad_fn=<DivBackward0>)
tensor([[0.7995]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.2363, grad_fn=<DivBackward0>)
tensor([[0.7981]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(3.2245, grad_fn=<DivBackward0>)
tensor([[0.7898]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(3.2100, grad_fn=<DivBackward0>)
tensor([[0.7746]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.1958, grad_fn=<DivBackward0>)
tensor([[0.7609]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.1818, grad_fn=<DivBackward0>)
tensor([[0.7604]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(3.1677, grad_fn=<DivBackward0>)
tensor([[0.7531]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.1539, grad_fn=<DivBackward0>)
tensor([[0.7519]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.1403, grad_fn=<DivBackward0>)
tensor([[0.7520]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.1268, grad_fn=<DivBackward0>)
tensor([[0.7598]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(3.1157, grad_fn=<DivBackward0>)
tensor([[0.7463]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.1024, grad_fn=<DivBackward0>)
tensor([[0.7492]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(3.0890, grad_fn=<DivBackward0>)
tensor([[0.7408]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(3.0758, grad_fn=<DivBackward0>)
tensor([[0.7325]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.0629, grad_fn=<DivBackward0>)
tensor([[0.7374]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.0501, grad_fn=<DivBackward0>)
tensor([[0.7442]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(3.0375, grad_fn=<DivBackward0>)
tensor([[0.7463]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(3.0270, grad_fn=<DivBackward0>)
tensor([[0.7370]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(3.0165, grad_fn=<DivBackward0>)
tensor([[0.7331]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(3.0042, grad_fn=<DivBackward0>)
tensor([[0.7216]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(2.9918, grad_fn=<DivBackward0>)
tensor([[0.7089]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(2.9794, grad_fn=<DivBackward0>)
tensor([[0.7113]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.9691, grad_fn=<DivBackward0>)
tensor([[0.6959]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.9572, grad_fn=<DivBackward0>)
tensor([[0.6906]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(2.9452, grad_fn=<DivBackward0>)
tensor([[0.6896]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(2.9344, grad_fn=<DivBackward0>)
tensor([[0.6717]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(2.9224, grad_fn=<DivBackward0>)
tensor([[0.6716]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(2.9106, grad_fn=<DivBackward0>)
tensor([[0.6643]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(2.8990, grad_fn=<DivBackward0>)
tensor([[0.6567]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.8878, grad_fn=<DivBackward0>)
tensor([[0.6681]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.8766, grad_fn=<DivBackward0>)
tensor([[0.6639]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.8669, grad_fn=<DivBackward0>)
tensor([[0.6550]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(2.8555, grad_fn=<DivBackward0>)
tensor([[0.6518]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(2.8443, grad_fn=<DivBackward0>)
tensor([[0.6607]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(2.8331, grad_fn=<DivBackward0>)
tensor([[0.6609]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.8224, grad_fn=<DivBackward0>)
tensor([[0.6530]], grad_fn=<AddmmBackward0>) tensor([[0.2222]])
Average loss: tensor(2.8120, grad_fn=<DivBackward0>)
tensor([[0.6367]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.8016, grad_fn=<DivBackward0>)
tensor([[0.6359]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.7912, grad_fn=<DivBackward0>)
tensor([[0.6401]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.7809, grad_fn=<DivBackward0>)
tensor([[0.6439]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(2.7704, grad_fn=<DivBackward0>)
tensor([[0.6448]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.7613, grad_fn=<DivBackward0>)
tensor([[0.6486]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.7512, grad_fn=<DivBackward0>)
tensor([[0.6488]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.7412, grad_fn=<DivBackward0>)
tensor([[0.6502]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.7312, grad_fn=<DivBackward0>)
tensor([[0.6721]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.7213, grad_fn=<DivBackward0>)
tensor([[0.6670]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(2.7112, grad_fn=<DivBackward0>)
tensor([[0.6733]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(2.7016, grad_fn=<DivBackward0>)
tensor([[0.6730]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(2.6917, grad_fn=<DivBackward0>)
tensor([[0.6718]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.6820, grad_fn=<DivBackward0>)
tensor([[0.6805]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.6724, grad_fn=<DivBackward0>)
tensor([[0.6879]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.6643, grad_fn=<DivBackward0>)
tensor([[0.6879]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.6548, grad_fn=<DivBackward0>)
tensor([[0.7051]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(2.6454, grad_fn=<DivBackward0>)
tensor([[0.6971]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.6361, grad_fn=<DivBackward0>)
tensor([[0.6977]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.6268, grad_fn=<DivBackward0>)
tensor([[0.6980]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(2.6184, grad_fn=<DivBackward0>)
tensor([[0.6928]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(2.6090, grad_fn=<DivBackward0>)
tensor([[0.6916]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(2.5997, grad_fn=<DivBackward0>)
tensor([[0.6924]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.5907, grad_fn=<DivBackward0>)
tensor([[0.7012]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.5817, grad_fn=<DivBackward0>)
tensor([[0.6993]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(2.5737, grad_fn=<DivBackward0>)
tensor([[0.7080]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.5648, grad_fn=<DivBackward0>)
tensor([[0.7132]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.5560, grad_fn=<DivBackward0>)
tensor([[0.7182]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.5473, grad_fn=<DivBackward0>)
tensor([[0.7217]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
Average loss: tensor(2.5387, grad_fn=<DivBackward0>)
tensor([[0.7285]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.5316, grad_fn=<DivBackward0>)
tensor([[0.7244]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(2.5229, grad_fn=<DivBackward0>)
tensor([[0.7271]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.5143, grad_fn=<DivBackward0>)
tensor([[0.7279]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.5074, grad_fn=<DivBackward0>)
tensor([[0.7346]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.4990, grad_fn=<DivBackward0>)
tensor([[0.7206]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.4907, grad_fn=<DivBackward0>)
tensor([[0.7316]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.4823, grad_fn=<DivBackward0>)
tensor([[0.7275]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.4757, grad_fn=<DivBackward0>)
tensor([[0.7265]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(2.4673, grad_fn=<DivBackward0>)
tensor([[0.7251]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(2.4590, grad_fn=<DivBackward0>)
tensor([[0.7111]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.4509, grad_fn=<DivBackward0>)
tensor([[0.7168]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(2.4427, grad_fn=<DivBackward0>)
tensor([[0.7245]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.4347, grad_fn=<DivBackward0>)
tensor([[0.7171]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.4268, grad_fn=<DivBackward0>)
tensor([[0.7340]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.4190, grad_fn=<DivBackward0>)
tensor([[0.7394]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.4127, grad_fn=<DivBackward0>)
tensor([[0.7357]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(2.4060, grad_fn=<DivBackward0>)
tensor([[0.7289]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.3983, grad_fn=<DivBackward0>)
tensor([[0.7407]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.3922, grad_fn=<DivBackward0>)
tensor([[0.7198]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.3846, grad_fn=<DivBackward0>)
tensor([[0.7276]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(2.3771, grad_fn=<DivBackward0>)
tensor([[0.7249]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.3695, grad_fn=<DivBackward0>)
tensor([[0.7359]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(2.3619, grad_fn=<DivBackward0>)
tensor([[0.7039]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.3545, grad_fn=<DivBackward0>)
tensor([[0.7128]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.3472, grad_fn=<DivBackward0>)
tensor([[0.7109]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.3399, grad_fn=<DivBackward0>)
tensor([[0.7202]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.3326, grad_fn=<DivBackward0>)
tensor([[0.7224]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.3254, grad_fn=<DivBackward0>)
tensor([[0.7223]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(2.3192, grad_fn=<DivBackward0>)
tensor([[0.7248]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.3135, grad_fn=<DivBackward0>)
tensor([[0.7147]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.3064, grad_fn=<DivBackward0>)
tensor([[0.7154]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2993, grad_fn=<DivBackward0>)
tensor([[0.7156]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2923, grad_fn=<DivBackward0>)
tensor([[0.7184]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2854, grad_fn=<DivBackward0>)
tensor([[0.7309]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(2.2782, grad_fn=<DivBackward0>)
tensor([[0.7393]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2713, grad_fn=<DivBackward0>)
tensor([[0.7302]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2645, grad_fn=<DivBackward0>)
tensor([[0.7453]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2576, grad_fn=<DivBackward0>)
tensor([[0.7461]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2508, grad_fn=<DivBackward0>)
tensor([[0.7458]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2441, grad_fn=<DivBackward0>)
tensor([[0.7777]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2373, grad_fn=<DivBackward0>)
tensor([[0.7743]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2306, grad_fn=<DivBackward0>)
tensor([[0.7797]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.2240, grad_fn=<DivBackward0>)
tensor([[0.7925]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(2.2172, grad_fn=<DivBackward0>)
tensor([[0.8009]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(2.2105, grad_fn=<DivBackward0>)
tensor([[0.8295]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.2059, grad_fn=<DivBackward0>)
tensor([[0.8283]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.1993, grad_fn=<DivBackward0>)
tensor([[0.8100]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.1928, grad_fn=<DivBackward0>)
tensor([[0.8117]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.1863, grad_fn=<DivBackward0>)
tensor([[0.8383]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(2.1798, grad_fn=<DivBackward0>)
tensor([[0.8349]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(2.1734, grad_fn=<DivBackward0>)
tensor([[0.8318]], grad_fn=<AddmmBackward0>) tensor([[0.2222]])
Average loss: tensor(2.1680, grad_fn=<DivBackward0>)
tensor([[0.8231]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.1617, grad_fn=<DivBackward0>)
tensor([[0.8410]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(2.1553, grad_fn=<DivBackward0>)
tensor([[0.8420]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.1490, grad_fn=<DivBackward0>)
tensor([[0.8221]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.1428, grad_fn=<DivBackward0>)
tensor([[0.8230]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.1366, grad_fn=<DivBackward0>)
tensor([[0.8222]], grad_fn=<AddmmBackward0>) tensor([[0.3000]])
Average loss: tensor(2.1311, grad_fn=<DivBackward0>)
tensor([[0.8209]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(2.1249, grad_fn=<DivBackward0>)
tensor([[0.8320]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.1189, grad_fn=<DivBackward0>)
tensor([[0.8164]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(2.1135, grad_fn=<DivBackward0>)
tensor([[0.8175]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.1075, grad_fn=<DivBackward0>)
tensor([[0.8132]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(2.1028, grad_fn=<DivBackward0>)
tensor([[0.8174]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.0969, grad_fn=<DivBackward0>)
tensor([[0.8134]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.0910, grad_fn=<DivBackward0>)
tensor([[0.7993]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.0851, grad_fn=<DivBackward0>)
tensor([[0.8069]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.0793, grad_fn=<DivBackward0>)
tensor([[0.8114]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(2.0734, grad_fn=<DivBackward0>)
tensor([[0.8181]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(2.0694, grad_fn=<DivBackward0>)
tensor([[0.7866]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.0637, grad_fn=<DivBackward0>)
tensor([[0.8102]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.0580, grad_fn=<DivBackward0>)
tensor([[0.7791]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(2.0522, grad_fn=<DivBackward0>)
tensor([[0.7986]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(2.0465, grad_fn=<DivBackward0>)
tensor([[0.7628]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.0409, grad_fn=<DivBackward0>)
tensor([[0.8049]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(2.0352, grad_fn=<DivBackward0>)
tensor([[0.7877]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(2.0296, grad_fn=<DivBackward0>)
tensor([[0.7877]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(2.0248, grad_fn=<DivBackward0>)
tensor([[0.7892]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(2.0193, grad_fn=<DivBackward0>)
tensor([[0.7792]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(2.0138, grad_fn=<DivBackward0>)
tensor([[0.7825]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(2.0083, grad_fn=<DivBackward0>)
tensor([[0.7821]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(2.0040, grad_fn=<DivBackward0>)
tensor([[0.7721]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(1.9986, grad_fn=<DivBackward0>)
tensor([[0.7730]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9932, grad_fn=<DivBackward0>)
tensor([[0.7644]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9880, grad_fn=<DivBackward0>)
tensor([[0.7727]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9827, grad_fn=<DivBackward0>)
tensor([[0.7639]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(1.9774, grad_fn=<DivBackward0>)
tensor([[0.7639]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9722, grad_fn=<DivBackward0>)
tensor([[0.7788]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9671, grad_fn=<DivBackward0>)
tensor([[0.7976]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(1.9635, grad_fn=<DivBackward0>)
tensor([[0.7773]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(1.9582, grad_fn=<DivBackward0>)
tensor([[0.7944]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9531, grad_fn=<DivBackward0>)
tensor([[0.7841]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9481, grad_fn=<DivBackward0>)
tensor([[0.7751]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(1.9429, grad_fn=<DivBackward0>)
tensor([[0.7957]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9379, grad_fn=<DivBackward0>)
tensor([[0.7772]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9329, grad_fn=<DivBackward0>)
tensor([[0.7899]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(1.9294, grad_fn=<DivBackward0>)
tensor([[0.7969]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(1.9252, grad_fn=<DivBackward0>)
tensor([[0.7810]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(1.9217, grad_fn=<DivBackward0>)
tensor([[0.7647]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9168, grad_fn=<DivBackward0>)
tensor([[0.7480]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(1.9119, grad_fn=<DivBackward0>)
tensor([[0.7440]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.9071, grad_fn=<DivBackward0>)
tensor([[0.7409]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(1.9022, grad_fn=<DivBackward0>)
tensor([[0.7561]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.8974, grad_fn=<DivBackward0>)
tensor([[0.7391]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.8927, grad_fn=<DivBackward0>)
tensor([[0.7433]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(1.8892, grad_fn=<DivBackward0>)
tensor([[0.7294]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.8846, grad_fn=<DivBackward0>)
tensor([[0.7323]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.8799, grad_fn=<DivBackward0>)
tensor([[0.7245]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.8753, grad_fn=<DivBackward0>)
tensor([[0.7466]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(1.8707, grad_fn=<DivBackward0>)
